City,Place,avg_rating,review_count,short_description,auto_tag,auto_tags,top_keywords,pros,cons,recommendation_explanation
Aritar,Kali Khola Falls,4.363636363636363,11,kuikhola kali khola waterfalls way old silk route rongli east sikkim possible choose rainy day visit falls able majestic beauty place huge expectations beautiful visit falls click photos falls family,waterfall,"['waterfall', 'food', 'festival']","['falls', 'kali', 'sikkim', 'fall', 'east']","['lush', 'clean', 'majestic', 'beautiful', 'family']",['rainy'],"Recommended because it matches waterfall, food interests. Visitors often mention falls, kali, sikkim. Top positives: lush, clean, majestic. Possible issues: rainy."
Aritar,Lampokhari Lake,4.266666666666667,30,lake mountain altitude ft lake boating facility trekking trail available lake walk upto mangkhim view point food stalls available cold hot drinks snacks plan night stay aritar old silk route,lake,"['lake', 'trekking', 'luxury']","['lake', 'sikkim', 'boating', 'shaped', 'green']","['pleasant', 'great', 'amazing', 'sacred', 'calm']","['waste', 'avoid', 'hot']","Recommended because it matches lake, trekking interests. Visitors often mention lake, sikkim, boating. Top positives: pleasant, great, amazing. Possible issues: waste, avoid."
Aritar,Lungchok Valley,4.0,2,lungchok north sikkim small insignificant village kabi significant place history sikkim blood brotherhood treaty signed lepcha chief bhutia king th century lungchok valley located near lokdara chujachen valley known trekking,gurdwara,"['gurdwara', 'palace', 'spiritual']","['sikkim', 'valley', 'marked', 'significant', 'tranquility']","['beautiful', 'breathtaking', 'sacred']",[],"Recommended because it matches gurdwara, palace interests. Visitors often mention sikkim, valley, marked. Top positives: beautiful, breathtaking, sacred."
Aritar,Mankhim Hilltop,4.225806451612903,31,view entire lampokhari range stunning birds flowers lush greenery mankhim hilltop view point little temple man mankhim hilltop gives great view lampokhri lake mankhim hilltop spent good time place geeat,gurdwara,"['gurdwara', 'hill', 'temple']","['lake', 'view', 'sikkim', 'kanchenjunga', 'point']","['lush', 'majestic', 'great', 'beautiful', 'amazing']",['broken'],"Recommended because it matches gurdwara, hill interests. Visitors often mention lake, view, sikkim. Top positives: lush, majestic, great. Possible issues: broken."
Aritar,Mulkharka Lake,5.0,1,explored lake border sikkim west bengal mirror kanchanjunga peak clear day natural beauty matchless pollution free environment fresh air make place enjoyable new motor road built recently,lake,"['lake', 'food', 'sunrise']","['sikkim', 'mirror', 'motor', 'border', 'bengal']",['fresh'],[],"Recommended because it matches lake, food interests. Visitors often mention sikkim, mirror, motor. Top positives: fresh."
Aritar,Nathang Valley,4.183333333333334,60,visit valley look like iceland look snow snow mesmerized environment excellent place sikkim silk route feet sea level cold remote area basic home stay gnathang valley located feet beautiful places,snow,"['snow', 'hill', 'trekking']","['valley', 'snow', 'sikkim', 'altitude', 'route']","['great', 'cozy', 'amazing', 'lovely', 'comfortable']","['bad', 'rainy', 'ruined', 'problem']","Recommended because it matches snow, hill interests. Visitors often mention valley, snow, sikkim. Top positives: great, cozy, amazing. Possible issues: bad, rainy."
Aritar,Phushrey Lake,4.888888888888889,9,best hotel aritar chittiz hotel owner hotel mrs sumitra pradhan nice person operative rooms good foods lampokhari oldest freshwater lake sikkim elevation popularly known aritar lake natives lake surrounded dense,lake,"['lake', 'food', 'luxury']","['lake', 'sikkim', 'surrounded', 'greenery', 'boating']","['lush', 'adventurous', 'beautiful', 'amazing', 'peace']",[],"Recommended because it matches lake, food interests. Visitors often mention lake, sikkim, surrounded. Top positives: lush, adventurous, beautiful."
Ariyankuppam,Church of Our Lady of Good Health,4.5,2,calm serene surroundings opens mass check travel way veerampattinam beach puduchery obtained blessings lady health church ariyakuppam beautiful recently extending construction statues added memory years,spiritual,"['spiritual', 'mosque', 'peaceful']","['mass', 'health', 'lady', 'church', 'opens']","['serene', 'beautiful', 'calm']",[],"Recommended because it matches spiritual, mosque interests. Visitors often mention mass, health, lady. Top positives: serene, beautiful, calm."
Ariyurnadu,Masila Falls,4.382978723404255,47,went friends monsoon falls good flow water good bath crowded weekdays crowded weekends tourists drink liquor throw bottles big eyesore garbage bins provided local tribals good falls shower easy access,waterfall,"['waterfall', 'food', 'wellness']","['falls', 'water', 'bath', 'waterfall', 'good']","['fun', 'safe', 'pleasant', 'great', 'amazing']","['risky', 'problem', 'crowded', 'worst', 'avoid']","Recommended because it matches waterfall, food interests. Visitors often mention falls, water, bath. Top positives: fun, safe, pleasant. Possible issues: risky, problem."
Arki,Arki Fort,4.5,6,nice place history lovers built raja prithvi singh fort magnificent vibes takes era fort built beautiful architecture arki fort required repair wise lost going manila delhi know place taxi driver,heritage,"['heritage', 'fort', 'local_experience']","['fort', 'himachal', 'town', 'pradesh', 'chandigarh']","['magnificent', 'comfortable', 'beautiful']",[],"Recommended because it matches heritage, fort interests. Visitors often mention fort, himachal, town. Top positives: magnificent, comfortable, beautiful."
Arki,Bhadrakali Temple,4.0,1,temple considered religious temple himachal nicely built temple architecture exceptional,heritage,"['heritage', 'temple', 'spiritual']","['temple', 'himachal', 'exceptional', 'considered', 'religious']",[],[],"Recommended because it matches heritage, temple interests. Visitors often mention temple, himachal, exceptional."
Aronda,Kerim Beach,4.25,8,nice beach hidden gem people dont know place try pm population km far ashvem beach place experience time ocean shacks people nature abundance peace space relax beautiful beach far baga,beach,"['beach', 'luxury', 'fine_dining']","['beach', 'shacks', 'baga', 'goa', 'north']","['clean', 'great', 'beautiful', 'peace', 'lovely']",[],"Recommended because it matches beach, luxury interests. Visitors often mention beach, shacks, baga. Top positives: clean, great, beautiful."
Aronda,Redi Ganpati Temple,3.888888888888889,18,told temple friend travelling goa pune took inside road north goa vengurla temple kms vengurla deviate kms main road redi ganpati temple little coastal village located distance km vengurla renowned,temple,"['temple', 'food', 'spiritual']","['temple', 'idol', 'ganapati', 'goa', 'beach']","['great', 'beautiful', 'peaceful']","['bad', 'difficult']","Recommended because it matches temple, food interests. Visitors often mention temple, idol, ganapati. Top positives: great, beautiful, peaceful. Possible issues: bad, difficult."
Arpora,Ayur Clinic Goa,4.1911764705882355,68,came goa body mind thanks dr rohit brilliant young doctor dedicated caring therapists year best year treated dr rohit team feel like million dollars return west carry mind body spirit,wellness,"['wellness', 'food', 'luxury']","['dr', 'goa', 'baga', 'weeks', 'team']","['authentic', 'friendly', 'wonderful', 'excellent', 'pleasant']","['rude', 'problem', 'stressful', 'dirty', 'bad']","Recommended because it matches wellness, food interests. Visitors often mention dr, goa, baga. Top positives: authentic, friendly, wonderful. Possible issues: rude, problem."
Arpora,Chapora Beach,4.420792079207921,202,great beach steps suit quiet march beach vendors bemused lack tourist days spent clean beach compare beaches quality time nice goan seafood busy place enter walk right quiet peaceful nice,beach,"['beach', 'resort', 'luxury']","['beach', 'fort', 'goa', 'beaches', 'view']","['fun', 'safe', 'great', 'amazing', 'peace']","['overhyped', 'hectic', 'risky', 'problem', 'stormy']","Recommended because it matches beach, resort interests. Visitors often mention beach, fort, goa. Top positives: fun, safe, great. Possible issues: overhyped, hectic."
Arpora,Club Cubana,4.327848101265823,790,remarkable experience life visit answer whats night life party means great place visit fun thank review rana entire team club cubana endeavour make guests super time cheers visited cubana earlier,nightlife,"['nightlife', 'luxury', 'food']","['club', 'goa', 'drinks', 'music', 'place']","['fun', 'safe', 'pleasant', 'great', 'cozy']","['overhyped', 'expensive', 'crowded', 'worst', 'humid']","Recommended because it matches nightlife, luxury interests. Visitors often mention club, goa, drinks. Top positives: fun, safe, pleasant. Possible issues: overhyped, expensive."
Arpora,Goa Yatra,4.743589743589744,39,directed goa yatra mr praveen restaurant manager calangute beach directions various adventure trips water sports man ready step ahead help arranging stuff group n wanted scuba diving goayatra trip advisor,luxury,"['luxury', 'food', 'honeymoon']","['goa', 'yatra', 'trip', 'scuba', 'diving']","['fun', 'friendly', 'wonderful', 'excellent', 'memorable']","['crowded', 'bad', 'dirty']","Recommended because it matches luxury, food interests. Visitors often mention goa, yatra, trip. Top positives: fun, friendly, wonderful. Possible issues: crowded, bad."
Arpora,Sea Water Sports,3.7142857142857144,14,good experience travelling goa hired wheeler paraglidings banna ride goa food delicious specially snacks kajus glad know great time hoping future beach good family want tattoos body nightlife good better,resort,"['resort', 'luxury', 'lake']","['diving', 'sports', 'adventure', 'water', 'scuba']","['fun', 'great', 'grand', 'family', 'delicious']","['worst', 'bad']","Recommended because it matches resort, luxury interests. Visitors often mention diving, sports, adventure. Top positives: fun, great, grand. Possible issues: worst, bad."
Arpora,Shiva Goa Trips,4.5,2,goa month june n watersports closed shrvagoa provided complete watersports divar island n v enjoyed thanks team shiva genuine friendly honesty good facilities budgets thank services provided,luxury,"['luxury', 'food', 'resort']","['provided', 'island', 'goa', 'team', 'thank']",['friendly'],[],"Recommended because it matches luxury, food interests. Visitors often mention provided, island, goa. Top positives: friendly."
Arpora,The Saturday Night Market,4.24315443592552,913,travelled approx hours visit market disappointed huge live music variety food real bonus disabled worried mobility scooter cope rough terrain loved market dancers live music plenty entertainment great shops cultural,food,"['food', 'luxury', 'street_food']","['market', 'music', 'goa', 'night', 'food']","['fun', 'safe', 'pleasant', 'great', 'cultural']","['expensive', 'crowded', 'rush', 'annoying', 'bad']","Recommended because it matches food, luxury interests. Visitors often mention market, music, goa. Top positives: fun, safe, pleasant. Possible issues: expensive, crowded."
Arpora,The Spa At Doubletree By Hilton Goa,4.666666666666667,3,whilst hotel shows signs ageing service provided staff simply outstanding hilton diamond member afforded room upgrade complimentary food drink received staff fix location lost searching middle honestly enjoyed lost chance,luxury,"['luxury', 'wellness', 'resort']","['spa', 'lost', 'chance', 'staff', 'hotel']","['great', 'relaxing']",[],"Recommended because it matches luxury, wellness interests. Visitors often mention spa, lost, chance. Top positives: great, relaxing."
